,,Desmatamento (ha):bar:100,,,,,,,,Desmatamento total  (ha),Usinas Hidrelétricas,,,PCHs,,,Mineração (t),
224021,,7173,8845,9176,9176,,,,,34370,,,,,,,,
224022,,32047,34034,34293,34336,,,,,134710,,,,,,,,
224023,,2891,3418,3461,3475,,,,,13245,,,,,,,,
224024,,3429,3595,3628,3628,,,,,14280,,,,,,,,
224025,,13146,15742,16409,16427,,,,,61724,,,,,,,,
224026,,3947,4466,4571,4579,,,,,17563,,,,,,,,
224027,,9312,23676,29626,30196,,,,,92810,,,,,,,,
224028,,11688,12386,12589,12628,,,,,49291,,,,,,,,
224029,,3292,5204,5499,5499,,,,,19494,,,,,,,,
224030,,558,681,772,825,,,,,2836,,,,,,,,
224031,,16882,20782,21160,21164,,,,,79988,,,,,,,,
224032,,512,539,539,539,,,,,2129,,,,,,,,
224033,,6473,8707,9185,9211,,,,,33576,,,,,,,,
224034,,4830,8778,8965,8965,,,,,31538,,,,,,,,
224035,,9377,9818,9905,9932,,,,,39032,,,,,,,,
224036,,6939,8316,8431,8437,,,,,32123,,,,,,,,
224037,,894,1194,1194,1194,,,,,4476,,,,,,,,
224038,,5281,6561,7040,7090,,,,,25972,,,,,,,,
224039,,6893,9966,10202,10223,,,,,37284,,,,,,,,
224040,,2651,5465,6653,6896,,,,,21665,,,,,,,,
224041,,3788,3900,3923,3923,,,,,15534,,,,,,,,
224042,,2448,8841,11633,11849,,,,,34771,,,,,,,,
224043,,3147,3438,3438,3438,,,,,13461,,,,,,,,
224044,,840,865,886,886,,,,,3477,,,,,,,,
224045,,3848,4351,4387,4387,,,,,16973,,,,,,,,
224046,,11866,12679,12853,12872,,,,,50270,,,,,,,,
224047,,22171,22903,23426,23432,,,,,91932,,,,,,,,
224048,,5137,5840,5983,6055,,,,,23015,,,,,,,,
224049,,4988,5309,5497,5512,,,,,21306,,,,,,,,
224050,,0,1033,1518,1521,,,,,4072,,,,,,,,
224051,,2710,10301,13067,13220,,,,,39298,,,,,,,,
224052,,4350,14756,17519,17663,,,,,54288,,,,,,,,
224053,,7042,7115,7115,7115,,,,,28387,,,,,,,,
224054,,1126,3510,3990,3995,,,,,12621,,,,,,,,
224055,,22452,24384,24493,24516,,,,,95845,,,,,,,,
224056,,16731,17487,17669,17669,,,,,69556,,,,,,,,
224057,,14319,22281,24400,24717,,,,,85717,,,,,,,,
224058,,2255,2851,2950,2968,,,,,11024,,,,,,,,
224059,,20799,21975,22452,22559,,,,,87785,,,,,,,,
224060,,20355,25663,26828,26953,,,,,99799,,,,,,,,
224061,,20872,23970,24508,24683,,,,,94033,,,,,,,,
224062,,16814,19091,19568,19615,,,,,75088,,,,,,,,
224063,,4259,7535,8649,8839,,,,,29282,,,,,,,,
224064,,45007,47836,48305,48394,,,,,189542,,,,,,,,
224065,,6421,11535,12097,12132,,,,,42185,,,,,,,,
224066,,9554,16316,17969,18210,,,,,62049,,,,,,,,
224067,,880,1644,1804,1851,,,,,6179,,,,,,,,
224068,,177,642,798,959,,,,,2576,,,,,,,,
224069,,17940,25820,27722,27939,,,,,99421,,,,,,,,
224070,,14253,16269,16695,16697,,,,,63914,,,,,,,,
224071,,588,1085,1285,1332,,,,,4290,,,,,,,,
224072,,1334,3184,3981,3981,,,,,12480,,,,,,,,
224073,,1026,2643,2867,2867,,,,,9403,,,,,,,,
224074,,1885,4081,4216,4216,,,,,14398,,,,,,,,
224075,,18827,26941,30264,30350,,,,,106382,,,,,,,,
224076,,4173,10228,11583,11605,,,,,37589,,,,,,,,
224077,,96794,101415,101758,101762,,,,,401729,,,,,,,,
224078,,1020,3372,4253,4273,,,,,12918,,,,,,,,
224079,,2540,2984,3170,3188,,,,,11882,,,,,,,,
224080,,17409,19325,20812,21002,,,,,78548,,,,,,,,
224081,,497,3078,3282,3285,,,,,10142,,,,,,,,
224082,,3579,5536,6041,6121,,,,,21277,,,,,,,,
224083,,177,1279,1312,1312,,,,,4080,,,,,,,,
224084,,4502,10688,11921,11926,,,,,39037,,,,,,,,
224085,,7464,7747,7802,7802,,,,,30815,,,,,,,,
224086,,25303,33277,34668,34718,,,,,127966,,,,,,,,
224087,,9618,10384,10646,10646,,,,,41294,,,,,,,,
224088,,19457,20818,21036,21100,,,,,82411,,,,,,,,
224089,,20285,24977,27238,27298,,,,,99798,,,,,,,,
224090,,11993,13202,13367,13376,,,,,51938,,,,,,,,
224091,,11218,11525,11555,11555,,,,,45853,,,,,,,,
224092,,11095,14774,15104,15104,,,,,56077,,,,,,,,
225001,,324,5107,5877,6134,,,,,17442,,,,,,,,
225002,,1725,3757,4584,4817,,,,,14883,,,,,,,,
225003,,38,138,138,138,,,,,452,,,,,,,,
225004,,2643,5138,5666,5694,,,,,19141,,,,,,,,
225005,,217,847,882,943,,,,,2889,,,,,,,,
225006,,26,60,62,62,,,,,210,,,,,,,,
225007,,327,3505,3642,3692,,,,,11166,,,,,,,,
225008,,6274,8464,8739,8739,,,,,32216,,,,,,,,
225009,,1511,3860,4849,4992,,,,,15212,,,,,,,,
225010,,0,156,167,167,,,,,490,,,,,,,,
225011,,2427,2865,2872,2872,,,,,11036,,,,,,,,
225012,,10784,15584,15970,15993,,,,,58331,,,,,,,,
225013,,9369,15518,16949,17000,,,,,58836,,,,,,,,
225014,,8851,10723,10922,10948,,,,,41444,,,,,,,,
225015,,2547,11191,12718,12745,,,,,39201,,,,,,,,
225016,,4464,6116,6324,6389,,,,,23293,,,,,,,,
225017,,5150,6851,7066,7105,,,,,26172,,,,,,,,
225018,,874,3249,3262,3262,,,,,10647,,,,,,,,
225019,,1404,4653,6957,7112,,,,,20126,,,,,,,,
225020,,7805,14461,15715,15776,,,,,53757,,,,,,,,
225021,,2775,8223,11591,11799,,,,,34388,,,,,,,,
225022,,11795,19081,20977,20977,,,,,72830,,,,,,,,
225023,,7996,9061,9149,9363,,,,,35569,,,,,,,,
225024,,6035,7323,7705,7705,,,,,28768,,,,,,,,
225025,,968,971,971,971,,,,,3881,,,,,,,,
225026,,7069,7708,7899,7899,,,,,30575,,,,,,,,
225027,,5061,6686,6799,6799,,,,,25345,,,,,,,,
225028,,6,6,6,6,,,,,24,,,,,,,,
225029,,13875,14606,15182,15199,,,,,58862,,,,,,,,
225030,,27846,43499,44974,45013,,,,,161332,,,,,,,,
225031,,13445,14893,15298,15298,,,,,58934,,,,,,,,
225032,,4110,6466,7815,7815,,,,,26206,,,,,,,,
225033,,2889,3084,3125,3125,,,,,12223,,,,,,,,
225035,,13400,17843,18312,18312,,,,,67867,,,,,,,,
225036,,1085,2252,3633,3633,,,,,10603,,,,,,,,
225037,,6001,8070,8661,8666,,,,,31398,,,,,,,,
225038,,6927,8664,8764,8764,,,,,33119,,,,,,,,
225039,,4773,7026,7493,7493,,,,,26785,,,,,,,,
225040,,2878,4367,4369,4369,,,,,15983,,,,,,,,
225041,,1839,3972,4293,4293,,,,,14397,,,,,,,,
225042,,7169,8718,8882,8882,,,,,33651,,,,,,,,
225043,,156,553,554,554,,,,,1817,,,,,,,,
225044,,5048,6572,6574,6574,,,,,24768,,,,,,,,
225045,,387,654,665,665,,,,,2371,,,,,,,,
225048,,12716,16760,19199,19199,,,,,67874,,,,,,,,
225049,,471,3535,3917,3917,,,,,11840,,,,,,,,
225050,,486,917,928,928,,,,,3259,,,,,,,,
225051,,95,492,543,543,,,,,1673,,,,,,,,
225052,,248,521,635,646,,,,,2050,,,,,,,,
225053,,0,1121,1163,1171,,,,,3455,,,,,,,,
225054,,0,55,80,80,,,,,215,,,,,,,,
225055,,389,1198,1237,1252,,,,,4076,,,,,,,,
225056,,0,2135,2392,2409,,,,,6936,,,,,,,,
225057,,0,409,409,409,,,,,1227,,,,,,,,
225058,,0,1053,1639,1649,,,,,4341,,,,,,,,
225059,,15212,21141,21672,21691,,,,,79716,,,,,,,,
225060,,0,766,1049,1049,,,,,2864,,,,,,,,
225061,,774,2286,2336,2336,,,,,7732,,,,,,,,
225062,,150,240,357,357,,,,,1104,,,,,,,,
225063,,920,3268,3599,3599,,,,,11386,,,,,,,,
225065,,3302,4521,5382,5431,,,,,18636,,,,,,,,
225066,,641,3916,7062,7184,,,,,18803,,,,,,,,
225067,,32,565,565,565,,,,,1727,,,,,,,,
225068,,6037,14911,17134,17165,,,,,55247,,,,,,,,
225069,,1093,1635,1742,1742,,,,,6212,,,,,,,,
225070,,11,191,191,191,,,,,584,,,,,,,,
225071,,1141,2929,3252,3276,,,,,10598,,,,,,,,
225072,,2386,3470,3648,3648,,,,,13152,,,,,,,,
225073,,492,1376,2080,2128,,,,,6076,,,,,,,,
225074,,2975,4978,5214,5214,,,,,18381,,,,,,,,
225075,,5228,6399,6416,6416,,,,,24459,,,,,,,,
225076,,466,738,761,761,,,,,2726,,,,,,,,
225077,,300,2575,3068,3100,,,,,9043,,,,,,,,
225078,,1173,2514,2527,2527,,,,,8741,,,,,,,,
225079,,3281,4079,4348,4348,,,,,16056,,,,,,,,
226001,,7068,7666,7867,7880,,,,,30481,,,,,,,,
226002,,680,785,785,785,,,,,3035,,,,,,,,
226003,,8708,9681,9739,9739,,,,,37867,,,,,,,,
226004,,11317,15677,16225,16240,,,,,59459,,,,,,,,
226005,,20809,21576,21704,21704,,,,,85793,,,,,,,,
226006,,18577,21149,21341,21349,,,,,82416,,,,,,,,
226007,,9009,9507,9526,9526,,,,,37568,,,,,,,,
226008,,17421,19574,19646,19646,,,,,76287,,,,,,,,
226009,,3944,4566,4582,4582,,,,,17674,,,,,,,,
226010,,590,647,647,647,,,,,2531,,,,,,,,
226011,,5251,5608,5732,5732,,,,,22323,,,,,,,,
226012,,14557,15783,15968,16049,,,,,62357,,,,,,,,
226013,,9373,9968,9995,9995,,,,,39331,,,,,,,,
226014,,10400,12231,12234,12234,,,,,47099,,,,,,,,
226015,,16317,24395,25948,25964,,,,,92624,,,,,,,,
226016,,73,87,87,87,,,,,334,,,,,,,,
226017,,20947,23505,25133,25156,,,,,94741,,,,,,,,
226018,,4096,5404,5492,5492,,,,,20484,,,,,,,,
226019,,2649,3713,3851,3857,,,,,14070,,,,,,,,
226020,,0,413,435,435,,,,,1283,,,,,,,,
226021,,7117,8532,8761,8761,,,,,33171,,,,,,,,
226022,,1139,1231,1231,1231,,,,,4832,,,,,,,,
226023,,12667,13009,13009,13009,,,,,51694,,,,,,,,
226024,,1238,6119,7749,7752,,,,,22858,,,,,,,,
226025,,141,2321,2503,2503,,,,,7468,,,,,,,,
226026,,3794,4543,4602,4602,,,,,17541,,,,,,,,
226027,,4746,7142,7191,7191,,,,,26270,,,,,,,,
226028,,896,1031,1069,1069,,,,,4065,,,,,,,,
226029,,5867,7258,7627,7636,,,,,28388,,,,,,,,
226030,,4828,5744,6065,6075,,,,,22712,,,,,,,,
226031,,441,574,603,603,,,,,2221,,,,,,,,
226032,,4059,8294,8730,8754,,,,,29837,,,,,,,,
226033,,706,2458,3208,3211,,,,,9583,,,,,,,,
226034,,2714,4095,4354,4380,,,,,15543,,,,,,,,
226035,,548,549,550,550,,,,,2197,,,,,,,,
226036,,25,1542,1613,1613,,,,,4793,,,,,,,,
226037,,1802,2954,3264,3299,,,,,11319,,,,,,,,
226038,,7870,10192,10192,10192,,,,,38446,,,,,,,,
226039,,4532,6558,6985,6987,,,,,25062,,,,,,,,
226040,,755,763,763,763,,,,,3044,,,,,,,,
226041,,572,2350,2668,2668,,,,,8258,,,,,,,,
226042,,239,4008,4453,4453,,,,,13153,,,,,,,,
226043,,6297,8222,8268,8278,,,,,31065,,,,,,,,
226044,,6468,8096,8472,8516,,,,,31552,,,,,,,,
226045,,3420,3553,3578,3578,,,,,14129,,,,,,,,
226046,,2675,4062,4094,4094,,,,,14925,,,,,,,,
226047,,5507,7670,7904,7909,,,,,28990,,,,,,,,
226048,,1753,1816,1816,1816,,,,,7201,,,,,,,,
226049,,1736,2612,2761,2761,,,,,9870,,,,,,,,
226050,,8417,10762,10862,10967,,,,,41008,,,,,,,,
226051,,1028,3632,4365,4403,,,,,13428,,,,,,,,
226052,,2609,2892,2892,2892,,,,,11285,,,,,,,,
226053,,3167,3167,3167,3167,,,,,12668,,,,,,,,
226054,,6058,7548,7638,7638,,,,,28882,,,,,,,,
226055,,1440,2297,2323,2323,,,,,8383,,,,,,,,
226056,,8094,10150,10386,10386,,,,,39016,,,,,,,,
226057,,7352,8042,8069,8069,,,,,31532,,,,,,,,
226058,,10142,11545,13473,13575,,,,,48735,,,,,,,,
226059,,2207,4549,5421,5465,,,,,17642,,,,,,,,
226060,,816,1792,1851,1851,,,,,6310,,,,,,,,
226061,,5281,11030,12241,12293,,,,,40845,,,,,,,,
226062,,4367,7813,9378,9381,,,,,30939,,,,,,,,
226063,,11750,12483,12570,12570,,,,,49373,,,,,,,,
226064,,1153,13099,15178,15465,,,,,44895,,,,,,,,
226065,,136,2538,3224,3251,,,,,9149,,,,,,,,
226066,,5190,5774,5951,5951,,,,,22866,,,,,,,,
226067,,4301,4702,5103,5110,,,,,19216,,,,,,,,
226068,,2330,10886,12757,12991,,,,,38964,,,,,,,,
226069,,1863,3502,3553,3567,,,,,12485,,,,,,,,
226070,,3514,7034,7163,7191,,,,,24902,,,,,,,,
226071,,1203,1389,1389,1389,,,,,5370,,,,,,,,
226072,,4216,10152,14280,14613,,,,,43261,,,,,,,,
226073,,496,1169,1563,1584,,,,,4812,,,,,,,,
226074,,3840,6045,6266,6266,,,,,22417,,,,,,,,
226075,,3507,7744,8580,8591,,,,,28422,,,,,,,,
226076,,12780,16781,17487,17583,,,,,64631,,,,,,,,
226077,,7035,9639,9931,9931,,,,,36536,,,,,,,,
226078,,9461,13191,13236,13236,,,,,49124,,,,,,,,
226079,,4329,5872,5917,5917,,,,,22035,,,,,,,,
226080,,3622,4256,4277,4277,,,,,16432,,,,,,,,
226081,,9237,11543,11648,11663,,,,,44091,,,,,,,,
226082,,1144,1189,1189,1189,,,,,4711,,,,,,,,
226083,,0,420,443,443,,,,,1306,,,,,,,,
226084,,8142,9215,9247,9247,,,,,35851,,,,,,,,
226085,,10602,14002,14614,14614,,,,,53832,,,,,,,,
226086,,15284,24208,26204,26204,,,,,91900,,,,,,,,
226087,,3848,6345,6431,6431,,,,,23055,,,,,,,,
226088,,13970,18373,18456,18456,,,,,69255,,,,,,,,
226089,,15103,15683,15741,15776,,,,,62303,,,,,,,,
226090,,6247,11121,11139,11139,,,,,39646,,,,,,,,
226091,,6275,11606,11621,11621,,,,,41123,,,,,,,,
226092,,9327,11059,11090,11090,,,,,42566,,,,,,,,
226093,,1361,1743,2570,2570,,,,,8244,,,,,,,,
226094,,18353,20706,20725,20725,,,,,80509,,,,,,,,
226095,,128,4513,4649,4655,,,,,13945,,,,,,,,
226096,,1299,1604,1604,1604,,,,,6111,,,,,,,,
226097,,2212,3961,4032,4080,,,,,14285,,,,,,,,
226098,,4756,10890,10938,11005,,,,,37589,,,,,,,,
226099,,8716,10846,10846,10846,,,,,41254,,,,,,,,
226100,,8944,10161,10161,10161,,,,,39427,,,,,,,,
226101,,1617,5616,6252,6327,,,,,19812,,,,,,,,
226102,,7299,10819,10819,10819,,,,,39756,,,,,,,,
226103,,21197,28872,30133,30133,,,,,110335,,,,,,,,
226104,,6824,10894,11236,11249,,,,,40203,,,,,,,,
226105,,672,2490,2490,2490,,,,,8142,,,,,,,,
226106,,2057,3926,4117,4148,,,,,14248,,,,,,,,
226107,,8092,9624,9624,9624,,,,,36964,,,,,,,,
226108,,1019,1249,1249,1249,,,,,4766,,,,,,,,
226109,,0,57,57,57,,,,,171,,,,,,,,
226110,,8,31,31,31,,,,,101,,,,,,,,
226111,,20374,25668,25775,25775,,,,,97592,,,,,,,,
226112,,14286,15745,15745,15745,,,,,61521,,,,,,,,
226113,,4656,7647,7647,7647,,,,,27597,,,,,,,,
226114,,7991,9818,9818,9818,,,,,37445,,,,,,,,
226115,,6429,9513,10152,10660,,,,,36754,,,,,,,,
226116,,1436,1835,1835,1835,,,,,6941,,,,,,,,
226117,,11289,14438,14438,14586,,,,,54751,,,,,,,,
226118,,174,1322,1322,1322,,,,,4140,,,,,,,,
226119,,8011,13238,13356,13360,,,,,47965,,,,,,,,
226120,,30278,36881,37108,37108,,,,,141375,,,,,,,,
226121,,6994,10052,10077,10077,,,,,37200,,,,,,,,
226122,,2070,3651,3722,3787,,,,,13230,,,,,,,,
226123,,17432,19293,19293,19293,,,,,75311,,,,,,,,
226124,,1549,1608,1608,1608,,,,,6373,,,,,,,,
226125,,10872,14058,14069,14069,,,,,53068,,,,,,,,
226126,,588,629,629,629,,,,,2475,,,,,,,,
226127,,10944,13030,13116,13122,,,,,50212,,,,,,,,
226128,,26195,31649,31668,31668,,,,,121180,,,,,,,,
226129,,3000,5382,5412,5432,,,,,19226,,,,,,,,
226130,,10797,11271,11336,11336,,,,,44740,,,,,,,,
226131,,12464,17679,19067,19205,,,,,68415,,,,,,,,
226132,,3432,4344,4344,4344,,,,,16464,,,,,,,,
226133,,339,2647,2661,2661,,,,,8308,,,,,,,,
226134,,11858,12373,12397,12397,,,,,49025,,,,,,,,
226135,,1031,2314,2329,2329,,,,,8003,,,,,,,,
226137,,29300,41308,41748,41820,,,,,154176,,,,,,,,
226138,,0,7,7,7,,,,,21,,,,,,,,
226139,,45,45,45,45,,,,,180,,,,,,,,
226140,,428,1371,1371,1371,,,,,4541,,,,,,,,
226141,,12414,20514,21067,21092,,,,,75087,,,,,,,,
226142,,5490,11006,11119,11119,,,,,38734,,,,,,,,
226143,,2680,4372,4372,4372,,,,,15796,,,,,,,,
226144,,10958,11297,11297,11297,,,,,44849,,,,,,,,
226145,,9918,10245,10245,10245,,,,,40653,,,,,,,,
226146,,21560,21647,21685,21685,,,,,86577,,,,,,,,
226147,,93,1834,1837,1837,,,,,5601,,,,,,,,
226148,,3088,3308,3329,3329,,,,,13054,,,,,,,,
226149,,6012,7633,7640,7651,,,,,28936,,,,,,,,
226150,,2065,2315,2336,2336,,,,,9052,,,,,,,,
226151,,20351,21324,21389,21389,,,,,84453,,,,,,,,
226152,,498,498,498,498,,,,,1992,,,,,,,,
226154,,18,60,60,60,,,,,198,,,,,,,,
226156,,6130,7031,7049,7049,,,,,27259,,,,,,,,
226157,,549,719,719,719,,,,,2706,,,,,,,,
226159,,4091,4590,4590,4590,,,,,17861,,,,,,,,
226160,,36077,46867,47455,47568,,,,,177967,,,,,,,,
226161,,717,1599,1599,1599,,,,,5514,,,,,,,,
226162,,6567,8098,8108,8108,,,,,30881,,,,,,,,
226163,,4842,5843,6154,6154,,,,,22993,,,,,,,,
226164,,1155,1734,1757,1757,,,,,6403,,,,,,,,
226165,,245,524,537,537,,,,,1843,,,,,,,,
226166,,14719,16339,16339,16339,,,,,63736,,,,,,,,
226167,,6043,6473,6500,6500,,,,,25516,,,,,,,,
226168,,135,264,264,264,,,,,927,,,,,,,,
226169,,1120,1556,1563,1563,,,,,5802,,,,,,,,
226170,,4476,7763,7930,7930,,,,,28099,,,,,,,,
226171,,1470,1834,1841,1841,,,,,6986,,,,,,,,
226173,,2434,4263,4273,4273,,,,,15243,,,,,,,,
226174,,814,3028,3091,3091,,,,,10024,,,,,,,,
226176,,629,1632,1632,1632,,,,,5525,,,,,,,,
226178,,159,381,381,381,,,,,1302,,,,,,,,
226179,,1913,2358,2358,2358,,,,,8987,,,,,,,,
226180,,183,196,196,196,,,,,771,,,,,,,,
226182,,3272,6485,6497,6497,,,,,22751,,,,,,,,
226183,,91,925,926,926,,,,,2868,,,,,,,,
226184,,273,595,602,602,,,,,2072,,,,,,,,
226185,,8981,11939,12040,12072,,,,,45032,,,,,,,,
226186,,1356,2645,3092,3092,,,,,10185,,,,,,,,
226187,,448,789,823,876,,,,,2936,,,,,,,,
226190,,70,483,483,483,,,,,1519,,,,,,,,
226191,,0,0,1,1,,,,,2,,,,,,,,
226192,,5481,6164,6391,6650,,,,,24686,,,,,,,,
226193,,1042,1209,1236,1236,,,,,4723,,,,,,,,
226194,,2030,2715,2719,2719,,,,,10183,,,,,,,,
226196,,1886,3394,3408,3408,,,,,12096,,,,,,,,
226197,,5198,6213,6247,6301,,,,,23959,,,,,,,,
226199,,0,0,12,12,,,,,24,,,,,,,,
226200,,2708,3849,3935,3935,,,,,14427,,,,,,,,
226201,,5579,8087,8558,8658,,,,,30882,,,,,,,,
226203,,2839,4685,4714,4721,,,,,16959,,,,,,,,
226204,,2742,3060,3064,3064,,,,,11930,,,,,,,,
226206,,3915,4616,4623,4623,,,,,17777,,,,,,,,
226207,,8000,12854,12998,12998,,,,,46850,,,,,,,,
226208,,0,0,38,38,,,,,76,,,,,,,,
226211,,11031,14761,15132,15132,,,,,56056,,,,,,,,
226214,,14504,24487,24703,24722,,,,,88416,,,,,,,,
226219,,10911,16172,16357,16374,,,,,59814,,,,,,,,
226249,,1951,1951,1951,1951,,,,,7804,,,,,,,,
226251,,1361,1361,1361,1361,,,,,5444,,,,,,,,
226253,,1,1,1,1,,,,,4,,,,,,,,
226258,,11260,11572,11686,11696,,,,,46214,,,,,,,,
226259,,7216,7331,7331,7331,,,,,29209,,,,,,,,
226260,,19901,20052,20113,20150,,,,,80216,,,,,,,,
227001,,85,495,3242,4102,,,,,7924,,,,,,,,
227002,,212,252,410,741,,,,,1615,,,,,,,,
227003,,15,492,618,618,,,,,1743,,,,,,,,
227004,,10922,15409,19052,19165,,,,,64548,,,,,,,,
227005,,114,114,114,114,,,,,456,,,,,,,,
227006,,7834,9876,10590,10679,,,,,38979,,,,,,,,
227007,,7,7,7,7,,,,,28,,,,,,,,
227008,,5661,7023,7328,7328,,,,,27340,,,,,,,,
227009,,4017,5532,5708,5708,,,,,20965,,,,,,,,
227010,,2907,4075,4261,4261,,,,,15504,,,,,,,,
227011,,344,344,344,344,,,,,1376,,,,,,,,
227012,,2214,3060,3382,3715,,,,,12371,,,,,,,,
227013,,3195,4581,4622,5028,,,,,17426,,,,,,,,
227014,,5681,8575,8863,8901,,,,,32020,,,,,,,,
227015,,1120,4225,5359,5359,,,,,16063,,,,,,,,
227016,,0,201,419,419,,,,,1039,,,,,,,,
227017,,210,217,217,217,,,,,861,,,,,,,,
227019,,7486,8501,8529,8529,,,,,33045,,,,,,,,
227020,,294,2097,2108,2108,,,,,6607,,,,,,,,
227021,,8122,9955,10004,10004,,,,,38085,,,,,,,,
227022,,15297,18538,18883,18894,,,,,71612,,,,,,,,
227023,,10128,10708,10753,10792,,,,,42381,,,,,,,,
227024,,244,813,813,813,,,,,2683,,,,,,,,
227025,,195,2594,3718,3776,,,,,10283,,,,,,,,
227026,,0,0,9,9,,,,,18,,,,,,,,
227027,,16,956,1973,1986,,,,,4931,,,,,,,,
227028,,904,6256,7658,7790,,,,,22608,,,,,,,,
227029,,79,1307,1307,1307,,,,,4000,,,,,,,,
227030,,313,3490,3573,3589,,,,,10965,,,,,,,,
227031,,934,6638,8729,9016,,,,,25317,,,,,,,,
227032,,0,96,100,100,,,,,296,,,,,,,,
227033,,173,1081,1209,1215,,,,,3678,,,,,,,,
227034,,34121,37648,38092,38092,,,,,147953,,,,,,,,
227035,,698,5309,6205,6508,,,,,18720,,,,,,,,
227036,,0,85,93,93,,,,,271,,,,,,,,
227037,,70,608,716,738,,,,,2132,,,,,,,,
227038,,0,201,201,201,,,,,603,,,,,,,,
227039,,21321,28553,29614,29614,,,,,109102,,,,,,,,
227040,,0,930,936,936,,,,,2802,,,,,,,,
227041,,298,5897,5971,5971,,,,,18137,,,,,,,,
227042,,0,444,685,685,,,,,1814,,,,,,,,
227043,,899,5457,6913,7212,,,,,20481,,,,,,,,
227044,,60342,72383,72907,72953,,,,,278585,,,,,,,,
227045,,1265,1305,1305,1305,,,,,5180,,,,,,,,
227046,,109,3213,3720,3791,,,,,10833,,,,,,,,
227047,,519,9183,11018,11182,,,,,31902,,,,,,,,
227048,,5824,8110,8383,8386,,,,,30703,,,,,,,,
227049,,275,524,547,552,,,,,1898,,,,,,,,
227050,,0,2403,2656,2698,,,,,7757,,,,,,,,
227051,,4883,10671,11024,11148,,,,,37726,,,,,,,,
227052,,191,4177,5257,5274,,,,,14899,,,,,,,,
227053,,4965,7390,7516,7516,,,,,27387,,,,,,,,
227054,,2837,7527,7527,7527,,,,,25418,,,,,,,,
227055,,23,23,23,23,,,,,92,,,,,,,,
227056,,1,65,65,132,,,,,263,,,,,,,,
227057,,2135,2803,2878,2916,,,,,10732,,,,,,,,
227058,,5219,7173,7390,7510,,,,,27292,,,,,,,,
227059,,5534,14819,15177,15177,,,,,50707,,,,,,,,
227060,,1482,8660,8728,8728,,,,,27598,,,,,,,,
227061,,2698,7780,7815,7815,,,,,26108,,,,,,,,
227062,,4274,6031,6041,6278,,,,,22624,,,,,,,,
227063,,5,1700,1700,1700,,,,,5105,,,,,,,,
227064,,6537,6637,6718,6735,,,,,26627,,,,,,,,
227065,,2889,8749,8779,8779,,,,,29196,,,,,,,,
227066,,1598,6671,7453,7590,,,,,23312,,,,,,,,
227067,,590,3621,3753,3761,,,,,11725,,,,,,,,
227068,,4524,11547,13405,13478,,,,,42954,,,,,,,,
227069,,3480,9306,9328,9328,,,,,31442,,,,,,,,
227070,,198,2421,3475,3507,,,,,9601,,,,,,,,
227071,,902,4005,4067,4101,,,,,13075,,,,,,,,
227072,,7518,18454,19672,19723,,,,,65367,,,,,,,,
227073,,4169,5606,5623,5645,,,,,21043,,,,,,,,
227074,,2234,8395,8415,8433,,,,,27477,,,,,,,,
227075,,3488,7400,7495,7495,,,,,25878,,,,,,,,
227076,,9571,16093,16268,16327,,,,,58259,,,,,,,,
228001,,1961,2357,2424,2424,,,,,9166,,,,,,,,
228002,,6307,6453,6490,6490,,,,,25740,,,,,,,,
228003,,8662,10823,11049,11049,,,,,41583,,,,,,,,
228004,,14103,16945,17623,17623,,,,,66294,,,,,,,,
228005,,10204,12878,13065,13065,,,,,49212,,,,,,,,
228006,,281,1902,2271,2497,,,,,6951,,,,,,,,
228007,,5101,5561,5575,5575,,,,,21812,,,,,,,,
228008,,954,1120,1120,1120,,,,,4314,,,,,,,,
228009,,8783,15167,16322,16349,,,,,56621,,,,,,,,
228010,,24170,26226,26321,26321,,,,,103038,,,,,,,,
228011,,11880,17541,18538,18606,,,,,66565,,,,,,,,
228012,,7162,8059,8169,8169,,,,,31559,,,,,,,,
228013,,14903,18961,19284,19351,,,,,72499,,,,,,,,
228014,,23754,24956,25004,25063,,,,,98777,,,,,,,,
228015,,8309,8611,8652,8652,,,,,34224,,,,,,,,
228016,,960,1305,1312,1312,,,,,4889,,,,,,,,
228017,,7668,8384,8500,8500,,,,,33052,,,,,,,,
228018,,1319,2152,2179,2179,,,,,7829,,,,,,,,
228019,,10031,11125,11192,11192,,,,,43540,,,,,,,,
228020,,7905,10052,10197,10197,,,,,38351,,,,,,,,
228021,,127,199,205,205,,,,,736,,,,,,,,
228022,,11920,15723,15755,15755,,,,,59153,,,,,,,,
228023,,6145,7096,7125,7125,,,,,27491,,,,,,,,
228024,,1888,3160,3222,3222,,,,,11492,,,,,,,,
228025,,9829,11068,11147,11147,,,,,43191,,,,,,,,
228026,,29990,35318,35752,35777,,,,,136837,,,,,,,,
228027,,3504,3796,3796,3796,,,,,14892,,,,,,,,
228028,,3988,4535,4557,4557,,,,,17637,,,,,,,,
228029,,7076,10669,10901,10908,,,,,39554,,,,,,,,
228030,,13793,15110,15157,15157,,,,,59217,,,,,,,,
228031,,11589,12974,12980,12980,,,,,50523,,,,,,,,
228032,,8297,12402,12857,12891,,,,,46447,,,,,,,,
228033,,2503,2980,3093,3093,,,,,11669,,,,,,,,
228034,,13547,14500,14501,14501,,,,,57049,,,,,,,,
228035,,7387,10094,10905,10912,,,,,39298,,,,,,,,
228036,,4,4,8,8,,,,,24,,,,,,,,
